user_id,sku_id
77014,73978
85233,34839
31348,63006
247,63006
54264,63006
98795,151856
17205,108097
94636,51916
37235,20248
91730,73074
56040,63006
43359,28443
65595,108097
20881,14433
83220,63006
92808,63006
36196,84409
46947,63006
100630,84409
85634,63006
86152,63006
74345,38108
72395,63006
41371,6595
17205,31662
25429,63006
33911,63006
31676,63006
15616,12564
9198,12564
81315,12564
45723,31662
9626,12564
87081,7295
84259,7295
21622,12564
25100,37957
101569,142829
8785,12564
73124,58599
59723,12564
92808,12564
94906,12564
66323,121342
21770,24900
89606,18412
68683,118987
76696,18412
79498,129433
45717,18412
84417,18412
16687,5505
34911,5505
43294,18254
43981,90902
82703,90902
3571,90902
35028,31662
98079,49474
29511,105971
85308,49474
95898,31662
80102,6486
956,49474
81763,2432
62411,93070
40441,49474
34868,156199
30751,151327
40675,138718
19122,126918
51901,108140
6941,151327
92271,42440
70338,4174
37769,153395
17542,19253
102117,105352
47137,153395
22407,19253
99797,19253
51305,153395
42720,9087
23000,82824
39680,82824
9447,135089
35028,3930
4040,117126
43916,6533
23845,61796
72563,54357
42720,98685
77395,143981
19149,54357
59723,54357
8709,98685
17753,737
21540,54357
17503,166897
92988,166897
47991,41009
17205,54357
46215,54357
26567,41009
88584,41009
88584,83325
93235,83325
80102,127795
60464,18341
2672,76996
30026,156471
63900,62080
50764,62080
26504,62080
6353,54357
5792,54357
46657,121196
86162,121196
43604,33186
99167,33186
30914,162344
12757,64160
90731,64160
73437,42536
77606,162759
84556,100684
50872,35085
26504,103114
5620,46265
34908,91393
12505,19198
58012,124383
85125,24679
956,153662
69305,24679
11781,113675
72102,137929
21622,113675
36160,149698
4397,88867
43359,142488
17824,142140
92581,111277
34911,84544
64965,84544
17402,89311
69904,30740
22407,84544
89611,56824
38222,114741
95467,136933
21815,92909
3694,85518
88738,85518
69448,97024
30787,78694
73139,36692
97119,106647
6812,112031
38193,103132
61562,112031
21622,159184
82442,21151
29973,156713
19734,106667
92847,106667
48282,106667
44607,99491
46215,163550
5330,163550
75124,157850
74037,7047
16435,160523
37769,96959
84637,100087
43970,39695
3805,123096
43007,141614
4447,156938
87975,118111
59723,10098
98795,35464
77378,35464
6480,35464
91730,124470
46215,35464
15214,35464
6604,35464
97834,34314
26504,49758
9883,160070
99513,54366
86019,126146
11764,49808
83030,121658
82775,167118
29973,167118
86162,34330
72462,82259
60893,20739
59262,82259
9958,20739
14135,94380
54245,4732
35353,4732
43915,4732
50541,4732
87081,4732
98363,80497
83968,51558
43017,51558
16623,51558
56763,51558
81172,62708
76491,117806
4843,146926
102604,41315
81396,22359
74916,56618
94967,138037
31754,17660
17205,77008
54711,66684
38710,22499
35259,646
82112,69355
121,69355
22655,69355
47195,116820
84417,116820
26625,140198
35419,141243
54824,123016
72895,2148
75226,112124
66427,2148
67721,2148
22578,86227
39484,160485
31754,118238
38832,65174
87955,134289
89029,68654
13449,99122
99532,22140
39844,22140
17542,22140
26725,22140
70659,22140
98079,22140
94717,22360
39484,22360
68234,96877
37064,150585
55471,93933
75129,54934
28760,99407
100966,99407
89794,99407
88439,53906
40854,53906
49657,142441
37199,53906
48087,11876
81900,108328
75226,166727
44266,37638
42720,81330
96830,126552
69101,31068
11305,124196
11639,97007
42138,97007
19734,97007
26199,97007
94211,97007
89029,97007
44743,145774
42791,67609
43294,67609
31716,67609
81413,67609
69793,149398
69,154732
3491,154732
19058,51384
37912,51384
55815,124413
91603,21040
91730,21040
61830,162573
34911,165190
83962,134619
2551,52283
43378,98634
86690,9906
10211,90724
62773,124997
62423,44854
9396,124997
100314,44854
78535,164211
51517,65520
68299,124997
59538,65520
36750,65520
89110,65520
87710,124997
96408,75877
10032,75877
5792,75877
49751,124997
40321,124997
3630,124997
62617,124997
102117,152872
13727,124997
44986,152872
98338,104845
41835,81708
66124,52343
43548,52343
55752,52343
72548,52343
82438,52343
95018,52343
40376,79520
100088,79520
30947,56792
4991,32465
20772,32465
3596,143527
48404,45173
8692,122497
42791,122497
17323,126529
47299,127836
76528,57018
61132,8753
39214,57018
94966,57018
98877,57018
87415,128988
16891,57018
58896,70839
50984,70839
12304,70839
40126,128988
98284,89847
4756,89847
95762,138151
74972,138151
60372,83347
40133,122446
14955,138151
20587,32744
76281,111778
51721,20308
50875,20308
34911,25003
60372,25003
66593,25003
9424,25003
19149,25003
97098,7449
47431,52830
26988,108618
88012,168651
194,149641
6973,149641
6941,149641
75791,149641
29608,101181
60464,101181
6353,101181
34740,101181
46215,69209
44222,40894
18359,69209
30149,69209
71857,103372
18157,139840
31858,139840
12165,42721
46701,42721
27417,95399
27282,62655
40918,100956
59739,140029
16650,140029
58894,140029
6498,27844
86053,25754
60464,141954
31754,43062
62823,43062
21287,63231
75539,79616
36111,47895
43822,45797
8255,47895
101033,47895
77215,62863
68903,117537
36381,112373
76972,9979
5205,146525
86131,109511
7991,78508
96686,84389
89029,84389
41283,79636
5200,79636
15671,79636
77701,8210
43822,147997
79853,44605
76135,95913
37301,59366
53996,92997
43822,59366
12332,150041
62500,39222
60557,29827
6982,24371
75936,24371
1035,24371
40978,47284
5779,8585
80102,103707
49331,61531
26567,27333
92808,140921
29511,140921
83774,140921
12047,164258
17159,18103
32286,112141
21430,112141
14038,112141
5970,54209
86085,54209
32386,16072
19149,150879
2447,65488
72843,154504
10013,125699
35109,65914
10036,65914
94211,125446
33097,53398
56945,144137
89552,3321
17778,158569
61365,170215
80235,170215
60464,153807
39148,90647
97683,24048
4653,137636
59092,44711
51901,12609
28924,110899
401,87901
65081,41668
93699,55528
29475,112068
49218,94482
9251,113963
51901,113963
12757,113963
49074,15259
19837,74054
60123,78335
43294,72126
6094,72126
90317,73467
75531,93163
75539,93163
17481,68767
32735,68767
63150,84639
17925,113452
94327,68767
65004,68767
52922,68767
39877,65823
97119,27582
910,22962
96130,67589
17323,93867
37867,126791
74753,11261
39898,126791
64085,71940
58845,80030
27672,39139
2729,39139
86222,89802
54711,89802
17844,82593
23725,82481
63322,19863
45680,45656
72543,32744
32610,41887
76808,41887
21874,41887
67113,77491
5311,62863
24842,28250
38345,78832
57854,78832
10786,45656
38376,159166
27626,2072
102299,2072
96043,2072
19397,37957
4000,146386
34032,72354
90872,65145
6438,37957
48808,111391
103370,45656
44374,111391
101246,115863
67702,82855
54459,82855
9446,82855
93542,28413
71170,24774
61301,83241
54847,78694
42791,78694
48249,78694
38524,78694
10700,78694
46954,67241
99897,67241
86184,92909
56918,145946
85142,145946
88743,47719
45766,145946
54160,145946
32291,84544
86883,57492
84913,84544
24122,120419
84866,115785
53978,31216
9640,25003
48302,95399
54817,105971
21901,95399
94000,95399
84658,95399
38005,95399
11639,105971
13961,113675
61610,142936
51144,142936
37117,123016
15916,86551
60053,103114
53368,103114
101041,114568
49891,2148
85458,100684
40147,64160
15395,64160
70623,64160
57169,2148
75488,76301
2949,143045
65548,50525
17912,114568
9471,114568
34759,41009
18216,41009
86756,166897
83064,166897
23542,166897
6589,6533
89166,7196
37971,169819
4735,160208
102259,111017
8032,111017
18354,160485
18185,42662
30253,41778
59565,153662
27582,68654
34472,166345
37214,166345
18212,9087
86835,146353
20641,7418
86012,98685
37551,98685
38541,98685
60759,140489
42854,107178
9476,107178
102654,107178
60834,121504
39191,121504
43840,118814
31445,79454
16071,166522
78952,90761
76008,139119
44374,159255
60053,7434
37481,90761
8310,123718
58131,90761
75292,105996
72373,108382
96241,81199
86739,36760
59422,126831
42078,4137
235,169085
50628,165997
2368,126537
76974,126537
60758,119701
84719,160362
100775,86604
71225,97515
48991,97515
55107,97515
9311,97515
98616,112550
74985,87310
96758,67713
9416,140121
15591,87777
35380,70510
56487,35464
11191,35464
98203,70153
44613,67609
37214,35464
58843,35464
56836,35464
48087,48596
57799,123618
86835,35464
50546,132782
36880,63229
36435,36638
7835,129313
32013,129313
44977,170137
42315,51384
24586,51384
68880,51384
18725,22359
26257,10598
47771,10598
57143,10598
38541,10598
50173,10598
96411,10598
97200,10598
51123,17660
84498,17660
57553,11949
18963,145990
26954,74139
85381,138853
11867,72073
48854,9906
52996,106971
38357,164252
79816,51135
56609,160070
84719,8218
103398,168434
11653,121595
37214,126146
30318,126146
44363,126146
83262,69355
6848,69355
26312,149854
13189,149854
65710,149854
98122,103594
14050,126146
83631,169290
15112,126146
48465,102226
96797,14433
21203,40336
15071,73469
45054,170626
71686,73469
74947,73469
617,170626
50059,155017
40588,59175
78568,116820
35260,55792
90176,45173
83064,45173
79636,66434
73861,66434
26199,66434
56475,60861
43931,66434
72051,66434
91987,66434
64410,104933
18496,62541
58894,141243
5353,116489
87471,20827
94966,20827
8905,85764
37300,48656
33545,8648
11085,128988
61477,128988
25466,128988
72556,19433
24317,122134
35214,17416
19472,116318
63923,119052
95814,107309
89448,24979
11688,24979
28469,24979
18363,167118
55021,167118
69810,146838
79927,85106
44019,85406
38369,118238
84913,88312
98088,88312
28551,157215
65898,157215
22339,157215
6807,91182
56462,156
72543,99415
32280,16569
6573,62476
34262,87502
87748,25409
80717,24369
40675,24369
72142,24369
72714,24369
53316,24369
39520,162498
77188,8710
85381,163680
13328,131300
25785,62351
69897,133730
14741,60870
75488,108618
50074,108618
10324,108618
85762,108618
72981,108618
41487,22140
98154,36371
85803,152545
23029,131300
77745,136276
6643,131300
54116,168651
84851,140741
98601,140741
67090,140741
84719,131300
48991,86046
52808,86046
92451,64197
49057,86046
86856,86046
71225,86046
102364,86046
80970,86046
43899,131300
37393,55456
75088,101181
32562,23687
14396,23687
137,131300
60442,69209
82915,69209
84169,69209
11203,69209
50438,69209
41605,69209
25033,20739
16794,20739
76095,24688
76289,20739
26646,93994
6974,93994
84913,126623
56836,126623
38541,36307
101714,13007
28886,36307
100614,125987
64004,54934
29819,99407
46454,152478
14239,143289
15342,143289
98088,152478
18575,143289
10117,164544
91186,96959
69795,90338
22006,90338
74736,145705
15589,145705
32013,87344
34109,110904
6571,81462
68179,7295
10566,18585
27011,81131
34646,18585
101946,81462
53221,81131
18363,81131
49880,81131
71344,81131
101539,18585
85873,47213
12754,47213
76645,18585
21681,133121
6123,159187
23542,159187
82018,125110
43675,125110
27460,18585
35450,166041
62912,19246
30352,164013
29190,82600
19647,82600
95569,95976
21866,74630
56836,95976
41630,74630
100117,95976
21901,74630
24590,74630
10985,165594
75488,74630
15086,138676
62867,156072
29520,156072
91710,124286
59263,124286
85550,48790
78568,5325
42078,5325
2949,147856
79170,59366
70187,59366
1603,97007
89366,78894
74239,78894
99626,78894
47016,78894
88483,78894
62986,78894
34628,78894
79774,125188
36160,73398
46181,125188
33109,125188
94080,169234
95678,104495
43840,51196
12895,153390
77127,159947
87306,142477
103314,69623
49567,63006
6334,69623
8562,141602
10991,22150
80225,92367
74695,63006
84658,156484
7038,63006
40711,63006
39574,160870
101041,89629
55284,4732
85991,38805
17569,65537
80715,165594
84784,148782
39677,47107
85099,165190
3370,164258
35109,165190
797,165190
57144,164258
22936,164258
99983,165190
3970,18412
55667,18412
98151,18412
88005,18412
39687,10098
37535,18103
103114,98634
8972,5505
71868,98634
42550,2378
62894,2378
12623,2378
51123,42988
33545,2378
6848,42988
62912,42988
44481,2378
36674,2378
59116,140520
10499,140520
29457,42959
5315,43960
80461,8832
101896,125699
56836,125699
90823,125699
75129,125699
2169,143343
70187,34547
22006,148209
23436,163062
66217,148209
84913,155389
30479,129476
271,80497
34989,164506
98601,161251
68256,12988
59051,168573
3825,2100
35246,47408
76359,2100
98122,2100
91095,2100
89029,2100
72556,2100
54847,91299
61403,4366
82739,44854
94833,44854
42315,142140
93990,164211
64004,65520
78000,65520
101946,115634
59784,65520
15482,65520
55394,65520
11959,65520
86319,61226
74345,126535
6123,129855
31323,126535
60888,42199
45522,68767
77192,42199
52329,68767
42854,65823
10523,42199
72981,21159
101522,140944
34676,140944
90987,128670
38087,31662
81090,34314
43121,31662
10117,12772
94808,31662
6438,37057
100708,31662
39757,37057
56055,66291
76338,85650
77638,31662
28382,67589
101011,31662
84784,73870
84305,789
87802,9523
23687,160476
16414,126092
30061,126092
4843,126092
79386,126092
81587,153395
12524,48694
6334,54357
1500,54357
57360,153395
54431,75877
20471,75877
90112,135376
50698,65537
53707,75877
9471,54357
80245,16146
55394,73341
26952,54357
82718,3930
97845,54357
51274,45980
18868,45980
70187,143981
44123,45980
101539,45980
37008,45980
87748,54357
47551,89802
39286,39533
71245,21147
102299,128416
13288,128416
6987,20819
40763,21147
58847,21147
38345,21147
6057,81163
6614,138778
6551,43316
20780,48275
89344,138778
38541,39139
73072,116131
43302,37427
81804,47193
34714,11261
84913,11261
67852,46265
35076,145408
96043,152872
98570,156471
4268,11257
43731,62080
20564,128089
28917,9112
44030,36658
69723,109084
49670,167131
51008,109084
42558,28159
84841,81708
90793,81708
80988,84639
94129,100251
39228,71184
31555,71184
17660,71184
9708,162344
6563,93163
29483,90456
86888,14450
20985,85780
65098,85780
13707,3706
47236,85780
97452,79520
26504,85780
63394,79520
32961,20869
99164,85780
55250,20869
96857,17032
8092,9069
66501,85780
70458,11036
21082,11036
54859,147796
15567,11036
44273,147796
89880,133792
9253,105683
67078,85780
82611,85780
102117,85780
19779,66231
3714,61119
19515,85780
6334,44705
86755,147796
22992,85780
79170,160964
21203,85780
29888,85780
11781,85780
2436,56792
9471,56792
21642,153807
47659,166707
73551,68445
80988,170215
86136,147652
103611,147652
48999,170870
54344,109349
26303,109349
93238,122027
5315,32465
17912,115836
65228,143527
59464,1203
12656,29411
3589,61963
51472,29411
52884,29411
41655,29411
10499,29411
67045,29411
61847,168043
98234,168043
19631,168043
79577,127838
56721,112031
32032,127838
5820,127838
43731,127838
28660,127838
43801,106667
35914,146704
83631,2822
32242,119099
68555,87057
37069,87057
103288,122369
68827,122369
78975,146704
53605,15769
100718,112141
86083,112141
29054,112141
59187,112141
39520,115851
39520,156064
52295,156064
73942,134851
95168,134851
80717,171002
37961,27333
89817,57018
60631,38604
70830,57018
73072,38604
88005,38604
76551,57018
64199,171088
19454,108410
101074,156650
83064,156650
89415,22886
29819,22886
8344,57018
4868,57018
47558,57018
19377,57018
44592,57018
13150,57018
59637,57018
32924,57018
85423,34724
100344,57018
78879,57018
86739,139585
75830,57018
87964,57018
31875,157909
43739,157909
52248,9702
33960,57018
3825,70491
55567,57018
35936,154636
74985,140667
941,161883
5529,154636
54166,154636
19762,75796
6438,65785
10231,80584
49385,154636
18210,154636
38891,24371
14735,24371
26361,43405
84913,154636
43763,139486
53946,155692
69170,154636
54664,59334
53121,154636
30647,54042
50746,154636
49450,154636
36314,154636
55723,154636
3457,154636
17914,139087
32013,154636
47466,159528
57218,154636
11688,53865
7482,150041
96275,154636
77528,154636
84201,154636
84658,154636
70640,37546
20306,75836
48198,70839
79658,65998
40083,62330
61348,166876
44647,57161
128,57161
37214,14739
71813,44605
5231,44605
29699,44605
31254,122530
56254,57161
51123,57161
98232,102166
24507,109802
498,83347
12524,143685
48425,30740
4440,169726
78349,75018
83680,82146
35330,75018
51336,33051
103419,79636
2949,117210
14630,79636
20297,115215
39594,149116
66325,127282
26199,146593
88172,59491
1690,138408
18297,157850
81827,157850
43813,32453
56217,24316
67637,35464
19464,35464
3007,35464
103611,35464
75798,35464
83866,35464
84957,35464
10823,36638
89742,36638
30523,126146
101781,126146
13258,126146
27664,126146
10700,170626
51589,43449
100790,109083
94205,131300
67637,131300
6850,131300
18882,131300
86104,131300
71546,70593
89742,20739
5727,38108
40670,148209
6760,80497
69511,168573
21796,160600
11246,86246
78294,51558
77182,54357
41795,54357
84719,121196
20341,82973
82380,11257
35239,61023
39825,33955
71363,63846
47491,63846
67637,146926
73942,85780
46830,85780
34659,102335
67637,138037
6591,138037
70667,6774
36035,77745
67694,164289
63335,164289
13159,14739
99579,109802
17882,45656
85667,2148
28293,7196
102299,111017
36806,160485
53248,165391
98039,56550
61727,68654
6292,68654
24267,68654
95196,76996
25276,22469
7509,22469
10805,22469
34787,22469
43857,22469
7381,22469
66784,22469
87296,22469
4690,22469
25890,22469
18127,22469
8160,22469
56389,22469
63018,22469
69932,22469
98110,22469
81228,22469
81038,22469
85706,22469
88847,22469
93536,22469
9119,22469
30036,22469
24402,22469
12708,141198
94360,141198
35452,107178
29203,107178
17689,107178
20336,108824
96197,121950
11856,139119
55939,79102
84562,111532
25339,111532
15291,37638
68399,76959
39609,70510
45992,124196
82543,63229
48992,13785
63686,8119
16766,103652
22883,76270
25957,72073
83025,72073
71146,51135
52891,10373
48170,155017
84260,59175
41322,59175
87151,59175
77784,45173
54933,153551
20362,77785
21796,147622
3991,8753
50308,128988
83141,128988
71245,122134
13360,89847
41059,108336
60960,108336
30366,116318
84194,77527
101024,119052
10694,138151
16606,138151
34846,138151
28778,156
88472,25409
14318,126574
7636,163680
64996,20308
40150,16679
20295,80694
4690,74900
44510,69209
95093,69209
34947,69209
51530,157554
74234,8875
47634,42721
88136,87344
35239,10984
89960,10984
57762,47895
15210,47895
93380,134286
76709,125110
93143,78508
54075,59366
81558,63206
20763,63206
38298,63006
9239,63006
75958,63006
13475,63006
59304,63006
12980,63006
55763,63006
56115,61531
98335,61531
84554,12564
97403,12564
39362,12564
48109,12564
86607,18412
64271,18412
74164,18412
11166,18412
27006,18412
3805,18412
38324,18412
44660,18412
97992,8832
11261,125699
83866,125699
65516,33723
871,155389
41416,155389
100711,164506
72034,77109
17542,116246
102359,47408
80988,59259
22631,59259
47289,59259
17459,59259
50121,24048
61868,93070
53807,129598
24415,129598
35773,129598
47643,129598
13208,129598
78753,129598
81783,129598
5382,84205
22247,84205
6941,6716
53248,74054
82460,61226
36027,21078
96270,21078
39574,129855
6611,68767
51270,65823
80077,140944
73528,164346
7491,121274
50121,37057
4149,67589
40994,67589
22435,126092
23000,126092
23883,102488
172,135376
55954,123312
71363,3930
85580,3930
99830,127019
11246,61796
8268,31001
58788,31001
90026,128416
64199,71940
7804,156696
16579,89047
9943,156471
19649,156471
18245,170400
4737,170400
26175,170400
47802,89857
18245,62080
87151,167131
72895,162344
10694,162344
83370,162344
3805,93163
17940,90456
48835,91156
6000,80478
88042,35085
44171,3706
27795,150863
69289,9069
96409,11036
52443,11036
7784,11036
24683,11036
89753,87901
62078,16222
95363,16222
57587,16222
21789,137636
43924,160964
69401,26229
18384,1539
48061,154208
4126,131955
33996,131955
14513,9925
18653,6750
35383,116220
31704,28826
41269,65914
39825,65914
39231,79122
43672,1286
41269,1203
49254,1203
74164,36345
36035,137206
13312,50922
54116,167544
3425,163027
46782,121204
64296,163550
6263,163550
33547,73167
33730,87057
67045,54209
53032,54209
95378,112141
72762,140921
24415,140921
37386,171002
9350,27333
95093,38604
27626,37009
67334,107700
35439,9702
18482,9702
8609,70491
25737,70491
97140,70491
7012,70491
83152,24771
100922,24371
6294,24371
95101,24371
63335,43405
57169,43405
74223,43405
95693,29827
37535,170453
51104,37546
51955,165387
34482,44605
11856,44605
26781,44605
40994,102166
30182,102166
28101,101412
101050,39881
73995,109287
86883,79636
51398,79636
81277,84389
2353,84389
32825,166354
56245,166354
13208,166354
4992,166354
12595,96652
12595,38469
51270,58262
47177,9979
71645,166384
100775,112373
15153,112373
20341,81515
42291,2072
8758,72354
30920,111391
11197,111391
16237,111391
26240,111391
11246,157827
88136,159556
26676,10774
89791,49551
26591,78694
17580,95850
49541,52185
24602,52185
56218,142069
52530,113675
49999,113675
22482,113675
40949,113675
44105,103114
89311,139840
50121,139840
76902,76301
20362,76301
90992,155998
25100,41009
8276,149641
53668,149641
5378,149641
102880,52830
57221,52830
61024,52830
18384,142936
69488,105971
55763,105971
3626,38741
20362,145946
6951,145946
34591,109728
3663,32726
53810,14577
79636,84409
71695,108097
498,115215
36205,3752
70187,3752
46782,143685
99820,119697
58275,165290
55957,57161
93831,57161
13940,75836
78724,75836
43968,154636
59785,154636
99361,154636
81507,154636
86835,154636
41952,154636
41094,154636
38394,154636
48449,154636
47709,154636
58476,154636
54830,57018
7860,57018
33478,57018
81948,57018
101932,57018
77122,115851
33268,5825
92714,5825
15203,97025
43566,127838
24865,127838
83756,127838
10700,29411
26169,29411
43785,29411
85516,29411
13312,32465
84905,32465
85359,166707
87837,147796
2409,79520
72098,52343
11371,14163
54944,107012
72051,47193
43738,21147
98770,21147
70074,75877
74922,75877
102734,75877
7089,75877
31716,153395
62620,153395
77463,153395
57964,153395
101020,31662
5088,31662
10823,31662
53047,31662
19304,31662
69372,42199
81969,137805
22663,137805
51467,137805
50405,65520
74797,65520
11102,65520
6067,65520
34459,142140
5528,142140
83147,142140
3088,142140
35490,142140
77118,44854
5420,44854
44674,44854
2889,44854
101912,44854
58887,44854
25100,2100
78147,10167
39709,61321
19895,59256
6334,146523
8694,98634
45922,165190
99234,162573
62568,26162
7954,146121
103611,104937
24578,156484
30429,156484
34916,156484
46707,156484
8694,85557
63603,97007
74353,167139
6987,25227
79636,25227
86260,25227
91352,25227
10969,25227
101652,95976
47709,19246
74605,10677
27664,108328
45992,108328
76055,148200
10962,7295
39825,16824
40985,163638
45493,167923
25624,90338
84048,99407
83866,54934
83866,125987
65600,125987
17176,49474
9684,91554
11246,24688
84100,68096
27661,44042
98337,120140
4976,163594
51819,170699
5094,140741
4116,136276
18642,136276
42611,136276
72950,136276
64170,85145
83300,114741
52207,114741
55763,22140
31500,22140
92028,22140
41952,22140
25624,22140
35008,87502
83866,56797
54379,99415
48070,99415
40867,99415
30182,88312
5088,88312
41952,88312
63019,71525
53399,120686
13519,12540
38668,12540
62413,12540
45242,116489
19210,116489
86067,116489
3991,7199
14316,116820
71363,116820
6088,14433
31123,14433
26217,103594
30920,69355
44250,69355
444,63784
12595,63784
56709,46145
18230,110086
11016,10598
4810,10598
87955,56618
75958,131895
41698,131895
57524,131895
39609,34648
21241,15106
46165,132782
56245,121665
3582,103918
52839,124985
32610,152199
8272,33726
11055,4137
20634,36760
50295,90402
6331,90402
101562,90402
6520,134001
3511,156731
91907,8990
42284,98685
35383,98685
12764,166345
14078,166345
41952,19253
11456,82259
95392,82259
5262,118412
58491,20393
29984,75796
36035,23575
10823,148755
101641,34314
36979,9980
68686,124470
29523,77269
99579,69357
72397,116131
29010,84681
34714,104993
98785,83325
84860,84200
47205,151458
75376,11863
18210,127931
97211,46482
8687,39695
35167,39695
53630,39695
40163,31107
57022,65210
37025,135859
93670,135859
50121,99358
7696,107589
98437,35464
4843,10098
72585,10098
40863,35464
58816,35464
18210,35464
54554,124470
74779,35464
90341,124470
80642,49758
58491,40511
50384,126146
73628,126146
99810,126146
1845,126146
9983,126146
5727,170626
51283,123773
97845,63310
98795,1947
86950,160978
55499,134150
41189,109105
75376,20739
34706,122915
100046,148005
80045,168397
17609,18585
52891,96063
51106,156072
29559,124286
44883,19253
1711,9968
23622,19253
96686,106310
51155,149223
10100,153051
51768,69623
1242,166345
5727,4732
30029,4732
4735,4732
60242,4732
82880,4732
15022,98685
39010,98685
55841,42988
82775,164215
49560,168573
17088,160600
25040,51558
32536,51558
52671,51558
79226,51558
13899,111527
10786,111527
89946,111527
50735,54357
33527,111527
18653,111527
13348,111527
15137,111527
41856,54357
92208,78869
45262,7838
18179,36760
25421,154549
29435,85780
101049,97024
91146,171183
45806,159184
33268,159184
75902,102335
76541,112550
67852,6774
10100,27339
25019,53865
51283,145367
30888,64141
72531,166876
26450,64141
51296,64141
80693,14739
20816,121665
32094,136510
15500,132782
31350,132782
103246,117210
43813,28413
3959,40491
19656,56618
29016,10598
77781,10598
98241,2148
84509,77008
18688,113079
72531,81490
68602,56183
40163,93084
39119,100674
43785,106971
76400,141820
31084,144267
43538,68924
49560,56550
78421,69355
83504,69355
54259,76996
89823,69355
30614,149854
99046,22469
80391,22469
33014,22469
2382,103594
84190,103594
80679,22469
58059,125756
35103,125756
60515,125756
17921,106714
67904,162127
28917,141198
100314,116820
26906,116820
41841,116820
75153,138080
69973,119879
44662,107178
83661,116489
6202,116489
4843,85764
20892,64433
11068,30281
25019,24979
61469,36171
18725,79644
18219,79644
102102,79644
87206,79644
66269,79644
40511,79644
21108,79644
29427,60127
43214,79644
53277,79644
75139,79644
99030,88312
25624,157215
98797,740
41335,99415
16262,93933
96432,139119
55543,22140
93243,22140
80642,22140
73529,22140
28520,86764
81886,114741
46868,33286
97023,117734
18543,117734
85123,146353
85339,150585
22424,37010
32650,23163
95311,98099
86169,79080
39360,145705
3672,111532
73422,151981
36281,151981
101896,142200
63335,148200
96967,148200
22704,148200
90987,110166
1335,148200
45597,13110
55841,108328
51768,56625
38638,10677
1711,73074
31630,19246
19077,19246
54245,19246
90162,67609
8570,67609
82688,67609
471,95976
77498,67609
1586,95976
30110,95976
25339,25227
84332,98989
52682,114391
3959,63229
25215,120076
88036,82867
28610,53346
84190,85557
6492,145895
60605,111225
82758,142477
45697,142477
18454,144768
18210,21040
78308,92367
47280,156484
52617,46423
16218,51146
89673,104937
74866,104937
49781,103350
81562,145990
98595,76270
84566,52283
5951,52283
30739,52283
95211,98634
57880,37043
19713,124997
56911,146523
98369,38222
40767,52337
72531,43960
28331,42706
67836,42706
87228,10167
13230,74306
32999,72967
4843,72967
58769,72967
39652,72967
77040,53785
24294,72967
20538,72967
102476,2100
52652,72967
51883,72967
63056,44854
60709,44854
40863,44854
88785,72967
102102,72967
7116,142140
16864,142140
100589,72967
93101,72967
77758,72967
95856,72967
68097,72967
27487,65520
6207,65520
82439,65520
47865,72967
32299,72967
54052,72967
41471,72967
6772,72967
25073,72967
8484,72967
22002,72967
7122,42199
43595,72967
57091,31662
37527,31662
18001,72967
43985,72967
98452,72967
67961,72967
85123,153395
11910,153395
75216,72967
103383,72967
9440,75877
73942,72967
68273,72967
102989,75877
66930,72967
80178,72967
93938,75877
16567,72967
47334,72967
21801,72967
